Review_Text,Review_Rating,Sentiment Class
Very nice fitting and comfortable shoes .,5,Positive
Really good and comfortable shoes,5,Positive
Perfect fit and comfort for my sore feet :),5,Positive
Great for leg day . Supports form and does not crush under heavy weight . Love the Velcro straps for extra lateral support,5,Positive
A few times now with these sneakers I forgot just walked in and did n't think to take them off till the wife yelled for walking around the house tracking dirt .,5,Positive
the shoes are lighter and very comfortable,5,Positive
These are very cushy and great for pavement or off the beaten path .,5,Positive
Love the color and fit,5,Positive
This is my newest pair and as a trail runner these rock .,5,Positive
Quick lacing takes some time getting used to .,5,Positive
So comfortable and light weight .,5,Positive
Super comfortable,5,Positive
Great shoe for high arches and neutral to mild / moderate over - pronators at an awesome price .,5,Positive
You have to go up a full size fir the right fit .,5,Positive
I have low arches from years of running and these provide the right fit and enough stability while I run .,5,Positive
Fit as expected .,5,Positive
Extremely comfortable .,5,Positive
i recommend these & other shoes like this to everyone so so comfortable AAAA+++++,5,Positive
These are just the right fit for my narrow feet and orthotics .,5,Positive
Fit was correct for size selected .,5,Positive
Most comfortable sneakers ever,5,Positive
Very comfortable shoe .. also very light weight and great for long distance running,5,Positive
an awesome pair of running shoes,5,Positive
"Purchased these after reading in a magazine that the were ideal for larger guys . I 'm 6'4 "" and 240 lbs and these are extremely comfortable .",5,Positive
Perfect fit for my bunions,5,Positive
After a thorough rinse they were good as new and I could easily use them for future Mudders .,5,Positive
I go to the gym regularly and these shoes have performed well .,5,Positive
I expect they will also last 3 - 5 years and I will replace them because I have worn through the sole like I did with the last ones .,5,Neutral
Great shoes fit great look great at a fair price,5,Positive
True fit ; phenomenal price ........... & SOOOO very comfortable .,5,Positive
arch support is very comfortable .,5,Positive
Running shoes have high arches .,5,Positive
I highly recommend it .,5,Positive
She has had surgery on one of her feet & shoes that are really comfortable can be hard to find .,5,Positive
We were very satisfied .,5,Positive
Great shoes .,5,Positive
They 're comfortableroomy with out feeling like clown shoes .,5,Positive
The fit is fantastic,5,Positive
will last for the long haul . I would buy again,5,Positive
These shoes work great for trail running fit as expected super comfortable,5,Positive
These and my Fuji 's are perfect for what I use them for .,5,Positive
my left ' middle ' toe was a bit sore that night .,5,Negative
My favorite running shoes very comfortable I highly recommend these,5,Positive
Amazing gel sole,5,Positive
Mine fit perfectly but I ordered a 1/2 size up ( I am normally a 9 in running shoes ordered 9.5 ) .,5,Positive
Love them -- so comfortable I 'm buying another pair,5,Positive
Fits great ... the older nimbus 16 lasted about 1.5years before they lost a part of their cushioning and now I use them for general purposes ( not gym ) .,5,Positive
Fit great and price was excellent,5,Positive
I have flat feet and over - pronate so I found out that Asics GT-1000 stability shoes are perfect for me very comfortable .,5,Positive
I am currently training for a half marathon and these shoes are the best,5,Positive
I 'm 220 pounds and I got these shoes for walking my dogs along dirt roads and trails .,5,Neutral
They fit great esp for a wide foot .,5,Positive
My husband loved it .,5,Positive
He normally wears 11 or 11.5 .,5,Neutral
Badass shoes . Look great .,5,Positive
Nicelow key color scheme .,5,Positive
It 's very comfortable when running with it .,5,Positive
Would definitely get buy again .,5,Positive
Fit greatand are very comfortable .,5,Positive
They are so comfortable too .,5,Positive
No problems with sender and would use their business again .,5,Positive
My job requires all black shoes and since I 'm on my feet most of the time they need to be comfy .,5,Positive
but this is another personal gripe .,5,Positive
very comfortable shoes,5,Positive
I was pleasantly surprised that something was so cheap was comfortable for jogging,5,Positive
The price is right ( much better when you compare with its pares ) .,5,Positive
Traction is great as well .,5,Positive
I typically wear nike dart but finding dark green Nike shoes was not an easy task .,5,Neutral
including the 10 hour flights there and back and the comfort and lightness were much appreciated .,5,Positive
New Balance is one of the few shoe companies which provides a viable option for men like me .,5,Positive
They were a gift and fit was perfect,5,Positive
Great price for a really nice comfy looking runner from Puma,5,Positive
Comfort fit nice shoe,5,Positive
Comfortable fit as expected,5,Positive
No complaints here . Fit well and are soft but still have arch support .,5,Positive
I run a 10 K everyday and have no foot problems with these shoes as I have had in the past with others .,5,Positive
Haven't worn them on the trail yet but traveling internationally they are very comfortable,5,Positive
These are very comfortable for him at a reasonable price,5,Positive
Besides it being just a bit narrow they fit great very comfortable and they look great very happy with these .,5,Positive
and right now I 'm more concerned with minimizing impact than with squeezing out every bit of pace,5,Negative
the ones I wish they had not discontinued .,5,Neutral
The shoes are very comfortable and fitting,5,Positive
I really do like these shoes,5,Positive
The shoes were made narrow so I got a size bigger than what he normally wore and they got him perfectly .,5,Positive
fit as expected right out of the box,5,Positive
Fit as expected and are comfortable .,5,Positive
true to size .,5,Positive
Very happy,5,Positive
""" Shoe is so light & cushioned by air there is hardly any desire to wear anything else but these once you 've tried them ( Size 10 was a typical size 10 ) .",5,Positive
Very light and comfortable .,5,Positive
I m A Doorman /Bell in NY and I 'm at times running around like a nut .. these shoes help my knees .. back .. and Energy level stay positive .. very Comfortable ...,5,Positive
Terrific shoe ... comfortable and seems to be a good shoe to use with treadmill runs .,5,Positive
Fits very comfortable,5,Positive
Fits good .,5,Positive
Most comfortable shoes I 've ever owned,5,Positive
Been wearing ASICS Gel Nimbus for the last several years .,5,Positive
Fit as expected .,5,Positive
I 'm thinking of buying another par for when these wear out incase I ca n't get later,5,Positive
Haven't really used them yet but ... they fit well look great,5,Positive
I have definitely become an adidas fan .,5,Positive
I had the speedcross 3 in 8.5 and is fine but no for downhill .,5,Positive
Great price and fast shipping .,5,Positive
He gets a lot of compliments on them .,5,Positive
I can wear these all day long if needed but just use them when I 'm training .,5,Neutral
Fits just right son loved them,5,Positive
Have used it mostly at works on casual days or rough weather .,5,Neutral
Perfect fit and very comfortable .,5,Positive
These are one of his favorite brands .,5,Positive
Light and fit as expected after I had already tried them elsewhere .,5,Positive
Purchased aware the shoes run small so ordered 1/2 larger .,5,Neutral
great color way . comfortable ass shoe,5,Positive
I do n't like to give 5 stars but this is my 4th pair of salomon trail shoes and I love them .,5,Positive
Ordered up one size as the first one which was my shoe size was too small the larger ones fit perfectly and are REALLY comfortable,5,Positive
These shoes are the most comfortable Gel Nimbus Model yet .,5,Positive
Absolutely love these hiking shoes .,5,Positive
